Ano;Mês;Clientela;Qte Benefícios Concedidos;Evolução Mensal (AnoMes);Vlr Benefícios Concedidos (R$);Grupo/Principais Espécies;Vlr Benef Concedidos (Mil R$)
1988;Abril    ;Urbana;3524;198804;0;42-Ap Tempo Contrib LOPS                  ;0
1988;Maio     ;Urbana;4088;198805;0;42-Ap Tempo Contrib LOPS                  ;0
1988;Junho    ;Urbana;4572;198806;0;42-Ap Tempo Contrib LOPS                  ;0
1988;Julho    ;Urbana;3393;198807;0;42-Ap Tempo Contrib LOPS                  ;0
1988;Agosto   ;Urbana;1488;198808;0;42-Ap Tempo Contrib LOPS                  ;0
1988;Setembro ;Urbana;5135;198809;0,1;42-Ap Tempo Contrib LOPS                  ;0
1988;Outubro  ;Urbana;1724;198810;0;42-Ap Tempo Contrib LOPS                  ;0
1988;Novembro ;Urbana;1391;198811;0;42-Ap Tempo Contrib LOPS                  ;0
1988;Dezembro ;Urbana;3956;198812;0,2;42-Ap Tempo Contrib LOPS                  ;0
1988;Janeiro  ;Urbana;1887;198801;0;46-Ap Tempo Contrib Especial              ;0
1988;Fevereiro;Urbana;1468;198802;0;46-Ap Tempo Contrib Especial              ;0
1988;Março    ;Urbana;2445;198803;0;46-Ap Tempo Contrib Especial              ;0
1988;Abril    ;Urbana;1541;198804;0;46-Ap Tempo Contrib Especial              ;0
1988;Maio     ;Urbana;1856;198805;0;46-Ap Tempo Contrib Especial              ;0
1988;Junho    ;Urbana;2056;198806;0;46-Ap Tempo Contrib Especial              ;0
1988;Julho    ;Urbana;1405;198807;0;46-Ap Tempo Contrib Especial              ;0
1988;Agosto   ;Urbana;710;198808;0;46-Ap Tempo Contrib Especial              ;0
1988;Setembro ;Urbana;2293;198809;0;46-Ap Tempo Contrib Especial              ;0
1988;Outubro  ;Urbana;749;198810;0;46-Ap Tempo Contrib Especial              ;0
1988;Novembro ;Urbana;740;198811;0;46-Ap Tempo Contrib Especial              ;0
1988;Dezembro ;Urbana;1812;198812;0,1;46-Ap Tempo Contrib Especial              ;0
1988;Janeiro  ;Urbana;75;198801;0;Outras Ap Tempo Contrib                   ;0
1988;Fevereiro;Urbana;98;198802;0;Outras Ap Tempo Contrib                   ;0
1988;Março    ;Urbana;112;198803;0;Outras Ap Tempo Contrib                   ;0
1988;Abril    ;Urbana;122;198804;0;Outras Ap Tempo Contrib                   ;0
1988;Maio     ;Urbana;117;198805;0;Outras Ap Tempo Contrib                   ;0
1988;Junho    ;Urbana;85;198806;0;Outras Ap Tempo Contrib                   ;0
1988;Julho    ;Urbana;77;198807;0;Outras Ap Tempo Contrib                   ;0
1988;Agosto   ;Urbana;29;198808;0;Outras Ap Tempo Contrib                   ;0
1988;Setembro ;Urbana;86;198809;0;Outras Ap Tempo Contrib                   ;0
1988;Outubro  ;Urbana;34;198810;0;Outras Ap Tempo Contrib                   ;0
1988;Novembro ;Urbana;43;198811;0;Outras Ap Tempo Contrib                   ;0
1988;Dezembro ;Urbana;69;198812;0;Outras Ap Tempo Contrib                   ;0
1988;Janeiro  ;Urbana;6166;198801;0;Ap Idade                                  ;0
1988;Janeiro  ;Rural ;6284;198801;0;Ap Idade                                  ;0
1988;Fevereiro;Urbana;4943;198802;0;Ap Idade                                  ;0
1988;Fevereiro;Rural ;12660;198802;0;Ap Idade                                  ;0
1988;Março    ;Urbana;6730;198803;0;Ap Idade                                  ;0
1988;Março    ;Rural ;13012;198803;0;Ap Idade                                  ;0
1988;Abril    ;Urbana;6198;198804;0;Ap Idade                                  ;0
1988;Abril    ;Rural ;5972;198804;0;Ap Idade                                  ;0
1988;Maio     ;Urbana;6856;198805;0;Ap Idade                                  ;0
1988;Maio     ;Rural ;4123;198805;0;Ap Idade                                  ;0
1988;Junho    ;Urbana;8306;198806;0;Ap Idade                                  ;0
1988;Junho    ;Rural ;23102;198806;0;Ap Idade                                  ;0
1988;Julho    ;Urbana;5502;198807;0;Ap Idade                                  ;0
1988;Julho    ;Rural ;2823;198807;0;Ap Idade                                  ;0
1988;Agosto   ;Urbana;2987;198808;0;Ap Idade                                  ;0
1988;Agosto   ;Rural ;8560;198808;0;Ap Idade                                  ;0
1988;Setembro ;Urbana;10244;198809;0,1;Ap Idade                                  ;0
1988;Setembro ;Rural ;26870;198809;0,1;Ap Idade                                  ;0
1988;Outubro  ;Urbana;2973;198810;0;Ap Idade                                  ;0
1988;Outubro  ;Rural ;9491;198810;0;Ap Idade                                  ;0
1988;Novembro ;Urbana;2460;198811;0;Ap Idade                                  ;0
1988;Novembro ;Rural ;3674;198811;0;Ap Idade                                  ;0
1988;Dezembro ;Urbana;7148;198812;0,2;Ap Idade                                  ;0
1988;Dezembro ;Rural ;15459;198812;0,1;Ap Idade                                  ;0
1988;Janeiro  ;Urbana;8785;198801;0;Ap Invalidez                              ;0
1988;Fevereiro;Urbana;7376;198802;0;Ap Invalidez                              ;0
1988;Março    ;Urbana;7852;198803;0;Ap Invalidez                              ;0
1988;Abril    ;Urbana;8685;198804;0;Ap Invalidez                              ;0
1988;Maio     ;Urbana;7983;198805;0;Ap Invalidez                              ;0
1988;Junho    ;Urbana;9339;198806;0;Ap Invalidez                              ;0
1988;Julho    ;Urbana;7944;198807;0;Ap Invalidez                              ;0
1988;Agosto   ;Urbana;4038;198808;0;Ap Invalidez                              ;0
1988;Setembro ;Urbana;14524;198809;0,1;Ap Invalidez                              ;0
1988;Outubro  ;Urbana;3517;198810;0;Ap Invalidez                              ;0
1988;Novembro ;Urbana;3305;198811;0;Ap Invalidez                              ;0
1988;Dezembro ;Urbana;7000;198812;0,1;Ap Invalidez                              ;0
1988;Janeiro  ;Urbana;0;198801;0;Ap Invalidez                              ;0
1988;Fevereiro;Urbana;0;198802;0;Ap Invalidez                              ;0
1988;Março    ;Urbana;1;198803;0;Ap Invalidez                              ;0
1988;Abril    ;Urbana;0;198804;0;Ap Invalidez                              ;0
1988;Maio     ;Urbana;0;198805;0;Ap Invalidez                              ;0
1988;Junho    ;Urbana;0;198806;0;Ap Invalidez                              ;0
1988;Julho    ;Urbana;0;198807;0;Ap Invalidez                              ;0
1988;Agosto   ;Urbana;0;198808;0;Ap Invalidez                              ;0
1988;Setembro ;Urbana;1;198809;0;Ap Invalidez                              ;0
1988;Outubro  ;Urbana;0;198810;0;Ap Invalidez                              ;0
1988;Novembro ;Urbana;0;198811;0;Ap Invalidez                              ;0
1988;Dezembro ;Urbana;0;198812;0;Ap Invalidez                              ;0
1988;Janeiro  ;Rural ;1458;198801;0;Ap Invalidez                              ;0
1988;Fevereiro;Rural ;3111;198802;0;Ap Invalidez                              ;0
1988;Março    ;Rural ;2891;198803;0;Ap Invalidez                              ;0
1988;Abril    ;Rural ;1152;198804;0;Ap Invalidez                              ;0
1988;Maio     ;Rural ;762;198805;0;Ap Invalidez                              ;0
1988;Junho    ;Rural ;4284;198806;0;Ap Invalidez                              ;0
1988;Julho    ;Rural ;533;198807;0;Ap Invalidez                              ;0
1988;Agosto   ;Rural ;1564;198808;0;Ap Invalidez                              ;0
1988;Setembro ;Rural ;4566;198809;0;Ap Invalidez                              ;0
1988;Outubro  ;Rural ;1601;198810;0;Ap Invalidez                              ;0
1988;Novembro ;Rural ;532;198811;0;Ap Invalidez                              ;0
1988;Dezembro ;Rural ;1490;198812;0;Ap Invalidez                              ;0
1988;Janeiro  ;Urbana;13585;198801;0;Pensões por Morte                         ;0
1988;Fevereiro;Urbana;10774;198802;0;Pensões por Morte                         ;0
1988;Março    ;Urbana;12000;198803;0;Pensões por Morte                         ;0
1988;Abril    ;Urbana;13135;198804;0;Pensões por Morte                         ;0
1988;Maio     ;Urbana;12588;198805;0;Pensões por Morte                         ;0
1988;Junho    ;Urbana;15584;198806;0,1;Pensões por Morte                         ;0
1988;Julho    ;Urbana;13122;198807;0,1;Pensões por Morte                         ;0
1988;Agosto   ;Urbana;6337;198808;0;Pensões por Morte                         ;0
1988;Setembro ;Urbana;21333;198809;0,2;Pensões por Morte                         ;0
1988;Outubro  ;Urbana;5986;198810;0;Pensões por Morte                         ;0
1988;Novembro ;Urbana;4698;198811;0;Pensões por Morte                         ;0
1988;Dezembro ;Urbana;12629;198812;0,3;Pensões por Morte                         ;0
1988;Janeiro  ;Urbana;681;198801;0;EPU - Pensão por Morte                    ;0
1988;Fevereiro;Urbana;668;198802;0;EPU - Pensão por Morte                    ;0
1988;Março    ;Urbana;645;198803;0;EPU - Pensão por Morte                    ;0
1988;Abril    ;Urbana;687;198804;0;EPU - Pensão por Morte                    ;0
1988;Maio     ;Urbana;848;198805;0;EPU - Pensão por Morte                    ;0
1988;Junho    ;Urbana;949;198806;0;EPU - Pensão por Morte                    ;0
1988;Julho    ;Urbana;847;198807;0;EPU - Pensão por Morte                    ;0
1988;Agosto   ;Urbana;278;198808;0;EPU - Pensão por Morte                    ;0
1988;Setembro ;Urbana;1212;198809;0;EPU - Pensão por Morte                    ;0
1988;Outubro  ;Urbana;252;198810;0;EPU - Pensão por Morte                    ;0
1988;Novembro ;Urbana;198;198811;0;EPU - Pensão por Morte                    ;0
1988;Dezembro ;Urbana;835;198812;0;EPU - Pensão por Morte                    ;0
1988;Janeiro  ;Urbana;96;198801;0;Pensões por Morte                         ;0
1988;Fevereiro;Urbana;52;198802;0;Pensões por Morte                         ;0
1988;Março    ;Urbana;61;198803;0;Pensões por Morte                         ;0
1988;Abril    ;Urbana;62;198804;0;Pensões por Morte                         ;0
1988;Maio     ;Urbana;67;198805;0;Pensões por Morte                         ;0
1988;Junho    ;Urbana;94;198806;0;Pensões por Morte                         ;0
1988;Julho    ;Urbana;72;198807;0;Pensões por Morte                         ;0
1988;Agosto   ;Urbana;40;198808;0;Pensões por Morte                         ;0
1988;Setembro ;Urbana;89;198809;0;Pensões por Morte                         ;0
1988;Outubro  ;Urbana;24;198810;0;Pensões por Morte                         ;0
1988;Novembro ;Urbana;17;198811;0;Pensões por Morte                         ;0
1988;Dezembro ;Urbana;71;198812;0;Pensões por Morte                         ;0
1988;Janeiro  ;Rural ;2951;198801;0;Pensões por Morte                         ;0
1988;Fevereiro;Rural ;6111;198802;0;Pensões por Morte                         ;0
1988;Março    ;Rural ;6115;198803;0;Pensões por Morte                         ;0
1988;Abril    ;Rural ;2822;198804;0;Pensões por Morte                         ;0
1988;Maio     ;Rural ;2155;198805;0;Pensões por Morte                         ;0
1988;Junho    ;Rural ;11271;198806;0;Pensões por Morte                         ;0
1988;Julho    ;Rural ;1209;198807;0;Pensões por Morte                         ;0
1988;Agosto   ;Rural ;4262;198808;0;Pensões por Morte                         ;0
1988;Setembro ;Rural ;11251;198809;0;Pensões por Morte                         ;0
1988;Outubro  ;Rural ;4503;198810;0;Pensões por Morte                         ;0
1988;Novembro ;Rural ;1782;198811;0;Pensões por Morte                         ;0
1988;Dezembro ;Rural ;5937;198812;0;Pensões por Morte                         ;0
1988;Janeiro  ;Urbana;1685;198801;0;Rmv Invalidez                             ;0
1988;Janeiro  ;Rural ;1106;198801;0;Rmv Invalidez                             ;0
1988;Fevereiro;Urbana;1446;198802;0;Rmv Invalidez                             ;0
1988;Fevereiro;Rural ;2107;198802;0;Rmv Invalidez                             ;0
1988;Março    ;Urbana;1384;198803;0;Rmv Invalidez                             ;0
1988;Março    ;Rural ;2299;198803;0;Rmv Invalidez                             ;0
1988;Abril    ;Urbana;1496;198804;0;Rmv Invalidez                             ;0
1988;Abril    ;Rural ;794;198804;0;Rmv Invalidez                             ;0
1988;Maio     ;Urbana;1490;198805;0;Rmv Invalidez                             ;0
1988;Maio     ;Rural ;527;198805;0;Rmv Invalidez                             ;0
1988;Junho    ;Urbana;2076;198806;0;Rmv Invalidez                             ;0
1988;Junho    ;Rural ;3855;198806;0;Rmv Invalidez                             ;0
1988;Julho    ;Urbana;1607;198807;0;Rmv Invalidez                             ;0
1988;Julho    ;Rural ;438;198807;0;Rmv Invalidez                             ;0
1988;Agosto   ;Urbana;808;198808;0;Rmv Invalidez                             ;0
1988;Agosto   ;Rural ;1361;198808;0;Rmv Invalidez                             ;0
1988;Setembro ;Urbana;3035;198809;0;Rmv Invalidez                             ;0
1988;Setembro ;Rural ;3942;198809;0;Rmv Invalidez                             ;0
1988;Outubro  ;Urbana;787;198810;0;Rmv Invalidez                             ;0
1988;Outubro  ;Rural ;1632;198810;0;Rmv Invalidez                             ;0
1988;Novembro ;Urbana;723;198811;0;Rmv Invalidez                             ;0
1988;Novembro ;Rural ;507;198811;0;Rmv Invalidez                             ;0
1988;Dezembro ;Urbana;2152;198812;0;Rmv Invalidez                             ;0
1988;Dezembro ;Rural ;1382;198812;0;Rmv Invalidez                             ;0
1988;Janeiro  ;Urbana;1192;198801;0;Rmv Idade                                 ;0
1988;Janeiro  ;Rural ;1292;198801;0;Rmv Idade                                 ;0
1988;Fevereiro;Urbana;1060;198802;0;Rmv Idade                                 ;0
1988;Fevereiro;Rural ;2682;198802;0;Rmv Idade                                 ;0
1988;Março    ;Urbana;995;198803;0;Rmv Idade                                 ;0
1988;Março    ;Rural ;2608;198803;0;Rmv Idade                                 ;0
1988;Abril    ;Urbana;1201;198804;0;Rmv Idade                                 ;0
1988;Abril    ;Rural ;1227;198804;0;Rmv Idade                                 ;0
1988;Maio     ;Urbana;1185;198805;0;Rmv Idade                                 ;0
1988;Maio     ;Rural ;922;198805;0;Rmv Idade                                 ;0
1988;Junho    ;Urbana;1539;198806;0;Rmv Idade                                 ;0
1988;Junho    ;Rural ;4848;198806;0;Rmv Idade                                 ;0
1988;Julho    ;Urbana;1335;198807;0;Rmv Idade                                 ;0
1988;Julho    ;Rural ;652;198807;0;Rmv Idade                                 ;0
1988;Agosto   ;Urbana;588;198808;0;Rmv Idade                                 ;0
1988;Agosto   ;Rural ;1939;198808;0;Rmv Idade                                 ;0
1988;Setembro ;Urbana;1991;198809;0;Rmv Idade                                 ;0
1988;Setembro ;Rural ;5305;198809;0;Rmv Idade                                 ;0
1988;Outubro  ;Urbana;598;198810;0;Rmv Idade                                 ;0
1988;Outubro  ;Rural ;2091;198810;0;Rmv Idade                                 ;0
1988;Novembro ;Urbana;494;198811;0;Rmv Idade                                 ;0
1988;Novembro ;Rural ;735;198811;0;Rmv Idade                                 ;0
1988;Dezembro ;Urbana;1469;198812;0;Rmv Idade                                 ;0
1988;Dezembro ;Rural ;3563;198812;0;Rmv Idade                                 ;0
1988;Janeiro  ;Urbana;55484;198801;0,1;Auxílio Doença                            ;0
1988;Janeiro  ;Rural ;0;198801;0;Auxílio Doença                            ;0
1988;Fevereiro;Urbana;45677;198802;0,1;Auxílio Doença                            ;0
1988;Fevereiro;Rural ;17;198802;0;Auxílio Doença                            ;0
1988;Março    ;Urbana;45883;198803;0,1;Auxílio Doença                            ;0
1988;Março    ;Rural ;938;198803;0;Auxílio Doença                            ;0
1988;Abril    ;Urbana;53258;198804;0,2;Auxílio Doença                            ;0
1988;Abril    ;Rural ;529;198804;0;Auxílio Doença                            ;0
1988;Maio     ;Urbana;50995;198805;0,2;Auxílio Doença                            ;0
1988;Maio     ;Rural ;385;198805;0;Auxílio Doença                            ;0
1988;Junho    ;Urbana;62596;198806;0,2;Auxílio Doença                            ;0
1988;Junho    ;Rural ;3465;198806;0;Auxílio Doença                            ;0
1988;Julho    ;Urbana;47630;198807;0,2;Auxílio Doença                            ;0
1988;Julho    ;Rural ;705;198807;0;Auxílio Doença                            ;0
1988;Agosto   ;Urbana;23262;198808;0,1;Auxílio Doença                            ;0
1988;Agosto   ;Rural ;1967;198808;0;Auxílio Doença                            ;0
1988;Setembro ;Urbana;78579;198809;0,6;Auxílio Doença                            ;0
1988;Setembro ;Rural ;5317;198809;0;Auxílio Doença                            ;0
1988;Outubro  ;Urbana;23081;198810;0,2;Auxílio Doença                            ;0
1988;Outubro  ;Rural ;2503;198810;0;Auxílio Doença                            ;0
1988;Novembro ;Urbana;18304;198811;0,2;Auxílio Doença                            ;0
1988;Novembro ;Rural ;305;198811;0;Auxílio Doença                            ;0
1988;Dezembro ;Urbana;53815;198812;0,8;Auxílio Doença                            ;0
1988;Dezembro ;Rural ;1047;198812;0;Auxílio Doença                            ;0
1988;Janeiro  ;Urbana;88;198801;0;Auxílio Reclusão                          ;0
1988;Janeiro  ;Rural ;0;198801;0;Auxílio Reclusão                          ;0
1988;Fevereiro;Urbana;63;198802;0;Auxílio Reclusão                          ;0
1988;Fevereiro;Rural ;2;198802;0;Auxílio Reclusão                          ;0
1988;Março    ;Urbana;80;198803;0;Auxílio Reclusão                          ;0
1988;Março    ;Rural ;0;198803;0;Auxílio Reclusão                          ;0
1988;Abril    ;Urbana;78;198804;0;Auxílio Reclusão                          ;0
1988;Abril    ;Rural ;1;198804;0;Auxílio Reclusão                          ;0
1988;Maio     ;Urbana;84;198805;0;Auxílio Reclusão                          ;0
1988;Maio     ;Rural ;1;198805;0;Auxílio Reclusão                          ;0
1988;Junho    ;Urbana;112;198806;0;Auxílio Reclusão                          ;0
1988;Junho    ;Rural ;1;198806;0;Auxílio Reclusão                          ;0
1988;Julho    ;Urbana;82;198807;0;Auxílio Reclusão                          ;0
1988;Julho    ;Rural ;0;198807;0;Auxílio Reclusão                          ;0
1988;Agosto   ;Urbana;48;198808;0;Auxílio Reclusão                          ;0
1988;Agosto   ;Rural ;1;198808;0;Auxílio Reclusão                          ;0
1988;Setembro ;Urbana;134;198809;0;Auxílio Reclusão                          ;0
1988;Setembro ;Rural ;1;198809;0;Auxílio Reclusão                          ;0
1988;Outubro  ;Urbana;46;198810;0;Auxílio Reclusão                          ;0
1988;Outubro  ;Rural ;1;198810;0;Auxílio Reclusão                          ;0
1988;Novembro ;Urbana;26;198811;0;Auxílio Reclusão                          ;0
1988;Novembro ;Rural ;7;198811;0;Auxílio Reclusão                          ;0
1988;Dezembro ;Urbana;58;198812;0;Auxílio Reclusão                          ;0
1988;Dezembro ;Rural ;6;198812;0;Auxílio Reclusão                          ;0
1988;Janeiro  ;Urbana;706;198801;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Janeiro  ;Rural ;54;198801;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Fevereiro;Urbana;661;198802;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Fevereiro;Rural ;125;198802;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Março    ;Urbana;612;198803;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Março    ;Rural ;121;198803;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Abril    ;Urbana;665;198804;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Abril    ;Rural ;68;198804;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Maio     ;Urbana;703;198805;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Maio     ;Rural ;31;198805;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Junho    ;Urbana;953;198806;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Junho    ;Rural ;153;198806;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Julho    ;Urbana;778;198807;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Julho    ;Rural ;33;198807;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Agosto   ;Urbana;319;198808;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Agosto   ;Rural ;71;198808;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Setembro ;Urbana;1221;198809;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Setembro ;Rural ;155;198809;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Outubro  ;Urbana;292;198810;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Outubro  ;Rural ;51;198810;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Novembro ;Urbana;215;198811;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Novembro ;Rural ;22;198811;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Dezembro ;Urbana;594;198812;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Dezembro ;Rural ;65;198812;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Janeiro  ;Urbana;874;198801;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Fevereiro;Urbana;779;198802;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Março    ;Urbana;788;198803;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Abril    ;Urbana;825;198804;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Maio     ;Urbana;778;198805;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Junho    ;Urbana;1077;198806;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Julho    ;Urbana;865;198807;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Agosto   ;Urbana;360;198808;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Setembro ;Urbana;1472;198809;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Outubro  ;Urbana;290;198810;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Novembro ;Urbana;215;198811;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Dezembro ;Urbana;543;198812;0;Auxílio Acidente e Suplementar Acidentário;0
1988;Janeiro  ;Urbana;377;198801;0;Aposentadorias Acidentárias               ;0
1988;Janeiro  ;Rural ;41;198801;0;Aposentadorias Acidentárias               ;0
1988;Fevereiro;Urbana;434;198802;0;Aposentadorias Acidentárias               ;0
1988;Fevereiro;Rural ;68;198802;0;Aposentadorias Acidentárias               ;0
1988;Março    ;Urbana;433;198803;0;Aposentadorias Acidentárias               ;0
1988;Março    ;Rural ;57;198803;0;Aposentadorias Acidentárias               ;0
1988;Abril    ;Urbana;290;198804;0;Aposentadorias Acidentárias               ;0
1988;Abril    ;Rural ;24;198804;0;Aposentadorias Acidentárias               ;0
1988;Maio     ;Urbana;321;198805;0;Aposentadorias Acidentárias               ;0
1988;Maio     ;Rural ;20;198805;0;Aposentadorias Acidentárias               ;0
1988;Junho    ;Urbana;478;198806;0;Aposentadorias Acidentárias               ;0
1988;Junho    ;Rural ;95;198806;0;Aposentadorias Acidentárias               ;0
1988;Julho    ;Urbana;470;198807;0;Aposentadorias Acidentárias               ;0
1988;Julho    ;Rural ;10;198807;0;Aposentadorias Acidentárias               ;0
1988;Agosto   ;Urbana;219;198808;0;Aposentadorias Acidentárias               ;0
1988;Agosto   ;Rural ;48;198808;0;Aposentadorias Acidentárias               ;0
1988;Setembro ;Urbana;586;198809;0;Aposentadorias Acidentárias               ;0
1988;Setembro ;Rural ;69;198809;0;Aposentadorias Acidentárias               ;0
1988;Outubro  ;Urbana;136;198810;0;Aposentadorias Acidentárias               ;0
1988;Outubro  ;Rural ;32;198810;0;Aposentadorias Acidentárias               ;0
1988;Novembro ;Urbana;145;198811;0;Aposentadorias Acidentárias               ;0
1988;Novembro ;Rural ;8;198811;0;Aposentadorias Acidentárias               ;0
1988;Dezembro ;Urbana;301;198812;0;Aposentadorias Acidentárias               ;0
1988;Dezembro ;Rural ;28;198812;0;Aposentadorias Acidentárias               ;0
1988;Janeiro  ;Urbana;532;198801;0;Pensões Acidentárias                      ;0
1988;Janeiro  ;Rural ;8;198801;0;Pensões Acidentárias                      ;0
1988;Fevereiro;Urbana;405;198802;0;Pensões Acidentárias                      ;0
1988;Fevereiro;Rural ;29;198802;0;Pensões Acidentárias                      ;0
1988;Março    ;Urbana;467;198803;0;Pensões Acidentárias                      ;0
1988;Março    ;Rural ;28;198803;0;Pensões Acidentárias                      ;0
1988;Abril    ;Urbana;517;198804;0;Pensões Acidentárias                      ;0
1988;Abril    ;Rural ;12;198804;0;Pensões Acidentárias                      ;0
1988;Maio     ;Urbana;545;198805;0;Pensões Acidentárias                      ;0
1988;Maio     ;Rural ;5;198805;0;Pensões Acidentárias                      ;0
1988;Junho    ;Urbana;569;198806;0;Pensões Acidentárias                      ;0
1988;Junho    ;Rural ;40;198806;0;Pensões Acidentárias                      ;0
1988;Julho    ;Urbana;502;198807;0;Pensões Acidentárias                      ;0
1988;Julho    ;Rural ;8;198807;0;Pensões Acidentárias                      ;0
1988;Agosto   ;Urbana;226;198808;0;Pensões Acidentárias                      ;0
1988;Agosto   ;Rural ;18;198808;0;Pensões Acidentárias                      ;0
1988;Setembro ;Urbana;682;198809;0;Pensões Acidentárias                      ;0
1988;Setembro ;Rural ;31;198809;0;Pensões Acidentárias                      ;0
1988;Outubro  ;Urbana;264;198810;0;Pensões Acidentárias                      ;0
1988;Outubro  ;Rural ;11;198810;0;Pensões Acidentárias                      ;0
1988;Novembro ;Urbana;132;198811;0;Pensões Acidentárias                      ;0
1988;Novembro ;Rural ;1;198811;0;Pensões Acidentárias                      ;0
1988;Dezembro ;Urbana;309;198812;0;Pensões Acidentárias                      ;0
1988;Dezembro ;Rural ;15;198812;0;Pensões Acidentárias                      ;0
1988;Janeiro  ;Urbana;67;198801;0;Abono de Permanência                      ;0
1988;Fevereiro;Urbana;69;198802;0;Abono de Permanência                      ;0
1988;Março    ;Urbana;72;198803;0;Abono de Permanência                      ;0
1988;Abril    ;Urbana;72;198804;0;Abono de Permanência                      ;0
1988;Maio     ;Urbana;96;198805;0;Abono de Permanência                      ;0
1988;Junho    ;Urbana;110;198806;0;Abono de Permanência                      ;0
1988;Julho    ;Urbana;93;198807;0;Abono de Permanência                      ;0
1988;Agosto   ;Urbana;43;198808;0;Abono de Permanência                      ;0
1988;Setembro ;Urbana;172;198809;0;Abono de Permanência                      ;0
1988;Outubro  ;Urbana;49;198810;0;Abono de Permanência                      ;0
1988;Novembro ;Urbana;38;198811;0;Abono de Permanência                      ;0
1988;Dezembro ;Urbana;91;198812;0;Abono de Permanência                      ;0
1988;Janeiro  ;Urbana;2455;198801;0;Abono de Permanência                      ;0
1988;Fevereiro;Urbana;1944;198802;0;Abono de Permanência                      ;0
1988;Março    ;Urbana;2840;198803;0;Abono de Permanência                      ;0
1988;Abril    ;Urbana;2796;198804;0;Abono de Permanência                      ;0
1988;Maio     ;Urbana;3067;198805;0;Abono de Permanência                      ;0
1988;Junho    ;Urbana;3601;198806;0;Abono de Permanência                      ;0
1988;Julho    ;Urbana;2750;198807;0;Abono de Permanência                      ;0
1988;Agosto   ;Urbana;1339;198808;0;Abono de Permanência                      ;0
1988;Setembro ;Urbana;4728;198809;0;Abono de Permanência                      ;0
1988;Outubro  ;Urbana;1382;198810;0;Abono de Permanência                      ;0
1988;Novembro ;Urbana;1220;198811;0;Abono de Permanência                      ;0
1988;Dezembro ;Urbana;2555;198812;0,1;Abono de Permanência                      ;0
1988;Janeiro  ;Urbana;1;198801;0;Vantagem do Servidor                      ;0
1988;Fevereiro;Urbana;0;198802;0;Vantagem do Servidor                      ;0
1988;Março    ;Urbana;1;198803;0;Vantagem do Servidor                      ;0
1988;Abril    ;Urbana;0;198804;0;Vantagem do Servidor                      ;0
1988;Maio     ;Urbana;0;198805;0;Vantagem do Servidor                      ;0
1988;Junho    ;Urbana;0;198806;0;Vantagem do Servidor                      ;0
1988;Julho    ;Urbana;0;198807;0;Vantagem do Servidor                      ;0
1988;Agosto   ;Urbana;0;198808;0;Vantagem do Servidor                      ;0
1988;Setembro ;Urbana;0;198809;0;Vantagem do Servidor                      ;0
1988;Outubro  ;Urbana;0;198810;0;Vantagem do Servidor                      ;0
1988;Novembro ;Urbana;0;198811;0;Vantagem do Servidor                      ;0
1988;Dezembro ;Urbana;0;198812;0;Vantagem do Servidor                      ;0
1997;Janeiro  ;Urbana;1;199701;614,6;EPU - Pensões Mensais Vitalícias          ;0,6
1997;Janeiro  ;Urbana;209;199701;46816;Pensões Mensais Vitalícias                ;46,8
1997;Janeiro  ;Urbana;52;199701;11648;Pensões Mensais Vitalícias                ;11,6
1997;Janeiro  ;Urbana;0;199701;0;EPU - Pensões Mensais Vitalícias          ;0
